0.499906 -0.219046
0.499904 -0.219047
0.499921 -0.21904
0.499921 -0.21904
0.499931 -0.219037
0.499898 -0.219049
0.500392 -0.218861
0.500185 -0.21894
0.500144 -0.218955
0.5002 -0.218934
0.499863 -0.219062
0.500266 -0.218909
0.499883 -0.219055
0.499821 -0.219078
0.499856 -0.219065
0.499899 -0.219049
0.499919 -0.219041
0.500254 -0.218914
0.500028 -0.219
0.49995 -0.219029
0.499829 -0.219075
0.499893 -0.219051
0.499909 -0.219045
0.499892 -0.219051
0.500025 -0.219001
0.500091 -0.218976
0.499869 -0.21906
0.499719 -0.219117
0.499912 -0.219044
0.499791 -0.21909
0.49984 -0.219071
0.499825 -0.219077
0.499908 -0.219045
0.499879 -0.219056
0.499879 -0.219056
0.499837 -0.219072
0.499781 -0.219093
0.499887 -0.219053
0.499876 -0.219057
0.499855 -0.219065
0.499827 -0.219076
0.499877 -0.219057
0.499875 -0.219058
0.499803 -0.219085
0.499763 -0.2191
0.499871 -0.219059
0.499905 -0.219046
0.499878 -0.219057
0.499881 -0.219055
0.499884 -0.219055
0.500129 -0.218961
0.499941 -0.219033
0.499883 -0.219055
0.499988 -0.219015
0.500105 -0.21897
0.499788 -0.219091
0.499878 -0.219057
0.499827 -0.219076
0.499841 -0.219071
0.499882 -0.219055
0.500154 -0.218952
0.499965 -0.219023
0.499879 -0.219056
0.499876 -0.219057
0.499873 -0.219059
0.499873 -0.219059
0.499873 -0.219059
0.499883 -0.219055
0.499747 -0.219106
0.499761 -0.219101
0.499857 -0.219065
0.499884 -0.219055
0.499884 -0.219055
0.499715 -0.219119
0.499974 -0.21902
0.500002 -0.21901
0.50004 -0.218995
0.499872 -0.219059
0.499879 -0.219056
0.499972 -0.219021
0.499909 -0.219045
0.499927 -0.219038
0.499871 -0.219059
0.499864 -0.219062
0.499884 -0.219054
0.49987 -0.21906
0.499982 -0.219017
0.49991 -0.219045
0.49998 -0.219018
0.499874 -0.219058
0.499853 -0.219066
0.50009 -0.218976
0.49975 -0.219105
0.499738 -0.21911
0.499795 -0.219088
0.49986 -0.219064
0.499857 -0.219065
0.499864 -0.219062
0.499877 -0.219057
0.499874 -0.219058
0.499901 -0.219048
0.499868 -0.219061
0.499862 -0.219063
0.499882 -0.219055
0.499874 -0.219058
0.499874 -0.219058
0.499874 -0.219058
0.499867 -0.219061
0.499873 -0.219059
0.499873 -0.219059
0.499873 -0.219059
0.499872 -0.219059
0.499831 -0.219074
0.499863 -0.219062
0.499965 -0.219024
0.49984 -0.219071
0.500338 -0.218882
0.499672 -0.219135
0.499791 -0.21909
0.499869 -0.21906
0.499871 -0.219059
0.499872 -0.219059
0.499991 -0.219014
0.49986 -0.219064
0.499868 -0.219061
0.499965 -0.219024
0.499855 -0.219065
0.499826 -0.219077
0.499778 -0.219095
0.499855 -0.219066
0.499862 -0.219063
0.499859 -0.219064
0.499851 -0.219067
0.499859 -0.219064
0.499848 -0.219068
0.499859 -0.219064
0.499864 -0.219062
0.49985 -0.219067
0.499862 -0.219063
0.500257 -0.218913
0.499868 -0.21906
0.499868 -0.219061
0.499865 -0.219062
0.499847 -0.219068
0.499868 -0.21906
0.499868 -0.21906
0.499866 -0.219061
0.499857 -0.219065
0.500115 -0.218967
0.499857 -0.219065
0.499926 -0.219038
0.49985 -0.219067
0.499931 -0.219037
0.499867 -0.219061
0.499862 -0.219063
0.500104 -0.218971
0.499863 -0.219062
0.49984 -0.219071
0.499746 -0.219107
0.500215 -0.218929
0.499844 -0.219069
0.499839 -0.219072
0.500444 -0.218842
0.499699 -0.219125
0.499858 -0.219064
0.499845 -0.219069
0.499856 -0.219065
0.499803 -0.219085
0.499754 -0.219104
0.499773 -0.219097
0.499853 -0.219066
0.499854 -0.219066
0.500006 -0.219008
0.499871 -0.219059
0.499887 -0.219053
0.499845 -0.219069
0.499839 -0.219071
0.499982 -0.219017
0.499835 -0.219073
0.499841 -0.219071
0.500467 -0.218833
0.499787 -0.219091
0.499831 -0.219075
0.499805 -0.219084
0.499842 -0.21907
0.499825 -0.219077
0.499798 -0.219087
0.499733 -0.219112
0.50003 -0.218999
0.499789 -0.21909
0.49984 -0.219071
0.499833 -0.219074
0.499813 -0.219081
0.499839 -0.219071
0.499856 -0.219065
0.499825 -0.219077
0.49992 -0.219041
0.499859 -0.219064
0.499892 -0.219051
0.499843 -0.21907
0.499786 -0.219092
0.499799 -0.219087
0.499827 -0.219076
0.49984 -0.219071
0.499804 -0.219085
