0.472000  -0.213083  0.628319
0.492372  -0.211259  0.628319
0.739552  -0.105499  0.628319
0.555461  0.203302  0.628319
0.464617  0.024897  0.628319
0.474808  -0.183453  0.628319
0.566625  -0.192413  0.628319
0.696115  0.146754  0.628319
0.482178  0.117582  0.628319
0.478310  -0.145610  0.628319
0.615430  -0.169803  0.628319
0.631188  0.185025  0.628319
0.472399  0.080213  0.628319
0.479561  -0.166444  0.628319
0.641693  -0.160049  0.628319
0.610284  0.197840  0.628319
0.469499  0.094615  0.628319
0.467552  -0.156388  0.628319
0.473464  -0.207523  0.628319
0.516064  -0.207403  0.628319
0.789334  0.022839  0.628319
0.511297  0.191481  0.628319
0.462312  -0.032557  0.628319
0.463267  -0.193717  0.628319
0.419166  -0.212045  0.628319
0.472000  -0.213083  0.628319
0.492372  -0.211259  0.628319
0.739552  -0.105499  0.628319
0.555461  0.203302  0.628319
0.464617  0.024897  0.628319
0.474808  -0.183453  0.628319
0.566625  -0.192413  0.628319
0.696115  0.146754  0.628319
0.482178  0.117582  0.628319
0.478310  -0.145610  0.628319
0.615430  -0.169803  0.628319
0.631188  0.185025  0.628319
0.472399  0.080213  0.628319
0.479561  -0.166444  0.628319
0.641693  -0.160049  0.628319
0.610284  0.197840  0.628319
0.469499  0.094615  0.628319
0.467552  -0.156388  0.628319
0.473464  -0.207523  0.628319
0.516064  -0.207403  0.628319
0.789334  0.022839  0.628319
0.511297  0.191481  0.628319
0.462312  -0.032557  0.628319
0.463267  -0.193717  0.628319
0.419166  -0.212045  0.628319
0.472000  -0.213083  0.628319
0.492372  -0.211259  0.628319
0.739552  -0.105499  0.628319
0.555461  0.203302  0.628319
0.464617  0.024897  0.628319
0.474808  -0.183453  0.628319
0.566625  -0.192413  0.628319
0.696115  0.146754  0.628319
0.482178  0.117582  0.628319
0.478310  -0.145610  0.628319
0.615430  -0.169803  0.628319
0.631188  0.185025  0.628319
0.472399  0.080213  0.628319
0.479561  -0.166444  0.628319
0.641693  -0.160049  0.628319
0.610284  0.197840  0.628319
0.469499  0.094615  0.628319
0.467552  -0.156388  0.628319
0.473464  -0.207523  0.628319
0.516064  -0.207403  0.628319
0.789334  0.022839  0.628319
0.511297  0.191481  0.628319
0.462312  -0.032557  0.628319
0.463267  -0.193717  0.628319
0.419166  -0.212045  0.628319
0.472027  -0.213085  0.628319
0.492990  -0.211456  0.628319
0.726865  -0.115382  0.628319
0.568226  0.215581  0.628319
0.465421  0.117189  0.628319
0.457581  -0.136871  0.628319
0.388534  -0.204338  0.628319
